year,title,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,imdb_id,language,country,writer,metascore,imdb_rating,director,released,actors,genre,awards,runtime,type,poster,imdb_votes,error,rating
2012,Rock of Ages,ok,70000000,38518613,50118613,71024700,39082470,50852278,1336608,English,USA,"Justin Theroux (screenplay), Chris D'Arienzo (screenplay), Allan Loeb (screenplay), Chris D'Arienzo (musical book)",47,5.9,Adam Shankman,15-Jun-12,"Julianne Hough, Dakota Sage Grant, Matthew Rush Sullivan, Diego Boneta","Comedy, Drama, Musical",1 win & 7 nominations.,123 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,"48,362",NA,3
2012,Safe,notalk,33000000,17142080,41495213,33483073,17393015,42102643,1656190,"English, Mandarin, Russian",USA,Boaz Yakin,55,6.5,Boaz Yakin,27-Apr-12,"Jason Statham, Catherine Chan, Robert John Burke, James Hong","Action, Crime, Thriller",2 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg,"58,002",NA,1
2012,Safety Not Guaranteed,ok,750000,4010957,4413188,760979,4069672,4477791,1862079,English,USA,Derek Connolly,72,7.1,Colin Trevorrow,18-Oct-12,"Aubrey Plaza, Lauren Carlos, Basil Harris, Mary Lynn Rajskub","Comedy, Drama, Romance",5 wins & 10 nominations.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMjIzOTgyNjEzMV5BMl5BanBnXkFtZTcwNzY1ODY2Nw@@._V1_SX300.jpg,"69,915",NA,3
2012,Seven Psychopaths,notalk,13500000,15024049,23492318,13697621,15243980,23836212,1931533,"English, Vietnamese",UK,Martin McDonagh,66,7.2,Martin McDonagh,12-Oct-12,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell","Comedy, Crime, Thriller",2 wins & 16 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgwMzUxMjc0M15BMl5BanBnXkFtZTcwMzQ2MjYyOA@@._V1_SX300.jpg,"134,215",NA,1
2012,Silent Hill: Revelation 3D,ok,20000000,17530219,47944599,20292771,17786836,48646439,938330,English,"France, USA, Canada","Michael J. Bassett, Laurent Hadida (adaptation)",15,5.1,Michael J. Bassett,26-Oct-12,"Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean","Horror, Mystery, Thriller",1 win & 4 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE4Mjc2NjAyMl5BMl5BanBnXkFtZTcwNzA3MzE2OA@@._V1_SX300.jpg,"37,082",NA,3
2012,Silver Linings Playbook,ok,21000000,132092958,227317397,21307410,134026609,230644998,1045658,English,USA,"David O. Russell (screenplay), Matthew Quick (novel)",81,7.9,David O. Russell,25-Dec-12,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver","Comedy, Drama, Romance",Won 1 Oscar. Another 62 wins & 78 nominations.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,"354,215",NA,3
2012,Sinister,men,3000000,48086903,87727807,3043916,48790826,89012016,1922777,"English, Portuguese, French, Breton","USA, UK","Scott Derrickson, C. Robert Cargill",53,6.8,Scott Derrickson,12-Oct-12,"Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone","Horror, Mystery, Thriller",4 wins & 3 nominations.,110 min,movie,http://ia.media-imdb.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_SX300.jpg,"82,436",NA,2
2012,Skyfall,dubious,200000000,304360277,1108694081,202927713,308815675,1124923772,1074638,English,"UK, USA","Neal Purvis, Robert Wade, John Logan",81,7.8,Sam Mendes,9-Nov-12,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes","Action, Adventure, Thriller",Won 2 Oscars. Another 40 wins & 74 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAyODkzNDgzMF5BMl5BanBnXkFtZTcwMDMxMDI4Nw@@._V1_SX300.jpg,"376,186",NA,-1
2012,Snow White and the Huntsman,ok,170000000,155136755,400911200,172488556,157407735,406779965,1735898,English,USA,"Evan Daugherty (screenplay), John Lee Hancock (screenplay), Hossein Amini (screenplay), Evan Daugherty (screen story)",57,6.2,Rupert Sanders,1-Jun-12,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin","Adventure, Drama, Fantasy",Nominated for 2 Oscars. Another 10 wins & 26 nominations.,127 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1NDA0MTk5OV5BMl5BanBnXkFtZTcwMTM4NDMwNw@@._V1_SX300.jpg,"172,153",NA,3
2012,Sparkle,ok,10000000,24397469,24660323,10146386,24754613,25021315,1876451,English,USA,"Mara Brock Akil (screenplay), Joel Schumacher (story), Howard Rosenman (story)",54,5.5,Salim Akil,17-Aug-12,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps","Drama, Music",7 nominations.,116 min,movie,http://ia.media-imdb.com/images/M/MV5BMTY4MTAzOTU2OF5BMl5BanBnXkFtZTcwOTA1NTI3Nw@@._V1_SX300.jpg,"4,268",NA,3
2012,Spring Breakers,ok,5000000,14124286,30669531,5073193,14331045,31118489,2101441,English,USA,Harmony Korine,63,5.4,Harmony Korine,22-Mar-13,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson","Crime, Drama",8 wins & 7 nominations.,94 min,movie,http://ia.media-imdb.com/images/M/MV5BNDE3MDQzMDA5OF5BMl5BanBnXkFtZTcwMTUxNTgxOQ@@._V1_SX300.jpg,"77,960",NA,3
2012,Step Up Revolution,ok,33000000,35074677,165552290,33483073,35588120,167975738,1800741,English,USA,"Amanda Brody, Duane Adler (characters)",43,6.5,Scott Speer,27-Jul-12,"Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck","Drama, Music, Romance",N/A,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_SX300.jpg,"30,464",NA,3
2012,Supporting Characters,men,60000,4917,4917,60878,4989,4989,1874789,English,USA,"Tarik Lowe, Daniel Schechter",62,6.3,Daniel Schechter,25-Jan-13,"Alex Karpovsky, Tarik Lowe, Arielle Kebbel, Melonie Diaz",Comedy,N/A,87 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA1NjEyNjgyOF5BMl5BanBnXkFtZTcwNjUwMzMwOQ@@._V1_SX300.jpg,472,NA,2
2012,Ted,men,50000000,218665740,549444574,50731928,221866693,557487654,1637725,English,USA,"Seth MacFarlane (screenplay), Alec Sulkin (screenplay), Wellesley Wild (screenplay), Seth MacFarlane (story)",62,7.1,Seth MacFarlane,29-Jun-12,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale","Comedy, Fantasy",Nominated for 1 Oscar. Another 6 wins & 21 nominations.,106 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_SX300.jpg,"321,504",NA,2
2012,That&#39;s My Boy,notalk,67500000,36931089,58058367,68488103,37471707,58908258,1232200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2012,The Amazing Spider-Man,men,220000000,262030663,757890267,223220484,265866416,768984693,948470,English,USA,"James Vanderbilt (screenplay), Alvin Sargent (screenplay), Steve Kloves (screenplay), James Vanderbilt (story), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by)",66,7.2,Marc Webb,3-Jul-12,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary","Action, Adventure, Fantasy",3 wins & 25 nominations.,136 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_SX300.jpg,"293,750",NA,2
2012,The Avengers,notalk,60000000,23385416,48585416,60878314,23727745,49296637,848228,"English, Russian",USA,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)",69,8.2,Joss Whedon,4-May-12,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","Action, Fantasy",Nominated for 1 Oscar. Another 22 wins & 55 nominations.,143 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk2NTI1MTU4N15BMl5BanBnXkFtZTcwODg0OTY0Nw@@._V1_SX300.jpg,"630,936",NA,1
2012,The Dark Knight Rises,notalk,275000000,448139099,1079343943,279025606,454699213,1095143990,1345836,English,"USA, UK","Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Nolan (story), David S. Goyer (story), Bob Kane (creator)",78,8.6,Christopher Nolan,20-Jul-12,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt","Action, Crime, Thriller",Nominated for 1 BAFTA Film Award. Another 28 wins & 64 nominations.,165 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_SX300.jpg,"753,594",NA,1
2012,The Devil Inside,ok,1000000,53261944,101758489,1014639,54041622,103248087,1560985,English,USA,"William Brent Bell, Matthew Peterman",18,4.1,William Brent Bell,6-Jan-12,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama",Horror,3 wins & 1 nomination.,83 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYwOTg1MTk0NF5BMl5BanBnXkFtZTcwMTA5NTI5Ng@@._V1_SX300.jpg,"25,837",NA,3
2012,The Dictator,notalk,65000000,59650222,179379532,65951507,60523416,182005391,1645170,"English, Hebrew",USA,"Sacha Baron Cohen, Alec Berg, David Mandel, Jeff Schaffer",58,6.4,Larry Charles,16-May-12,"Sacha Baron Cohen, Sayed Badreya, Rocky Citron, Liam Campora",Comedy,1 win.,83 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA4NjEyOTc4NV5BMl5BanBnXkFtZTcwODYzMjk2Nw@@._V1_SX300.jpg,"157,623",NA,1
2012,The Expendables 2,ok,100000000,85028192,311979256,101463857,86272883,316546185,1764651,English,USA,"Richard Wenk (screenplay), Sylvester Stallone (screenplay), Ken Kaufman (story), David Agosto (story), Richard Wenk (story), Dave Callaham (characters)",51,6.8,Simon West,17-Aug-12,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren","Action, Adventure, Thriller",3 wins & 4 nominations.,103 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQzODkwNDQxNV5BMl5BanBnXkFtZTcwNTQ1ODAxOA@@._V1_SX300.jpg,"179,914",NA,3
2012,The Grey,nowomen,25000000,51580136,84339696,25365964,52335195,85574308,1601913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2012,The Hobbit: An Unexpected Journey,nowomen,250000000,303003568,1014703568,253659641,307439106,1029557373,903624,English,"USA, New Zealand","Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Guillermo del Toro (screenplay), J.R.R. Tolkien (novel)",58,8.1,Peter Jackson,14-Dec-12,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","Adventure, Fantasy",Nominated for 3 Oscars. Another 10 wins & 44 nominations.,169 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_SX300.jpg,"435,346",NA,0
2012,The Hunger Games,ok,80000000,408010692,684510692,81171085,413983383,694530947,1392170,English,USA,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)",67,7.3,Gary Ross,23-Mar-12,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields","Adventure, Sci-Fi, Thriller",Nominated for 1 Golden Globe. Another 30 wins & 34 nominations.,142 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@._V1_SX300.jpg,"469,100",NA,3
2012,The Impossible,men,40000000,19019882,169590606,40585543,19298306,172073169,1649419,"English, Thai, Swedish",Spain,"Sergio G. Sánchez, María Belón (story)",73,7.6,J.A. Bayona,4-Jan-13,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin","Drama, History, Thriller",Nominated for 1 Oscar. Another 23 wins & 40 nominations.,114 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA5NTA3NzQ5Nl5BMl5BanBnXkFtZTcwOTYxNjY0OA@@._V1_SX300.jpg,"106,866",NA,2
2012,The Man with the Iron Fists,notalk,15000000,15634090,21985095,15219578,15862951,22306925,1258972,English,"USA, Hong Kong","RZA (story), RZA (screenplay), Eli Roth (screenplay)",51,5.4,RZA,2-Nov-12,"RZA, Rick Yune, Russell Crowe, Lucy Liu",Action,3 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_SX300.jpg,"43,153",NA,1
2012,The Master,notalk,37500000,16247159,25116740,38048946,16484994,25484413,1560747,English,USA,Paul Thomas Anderson,86,7.1,Paul Thomas Anderson,21-Sep-12,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",Drama,Nominated for 3 Oscars. Another 62 wins & 75 nominations.,144 min,movie,http://ia.media-imdb.com/images/M/MV5BMTgxMjY1OTk4MV5BMl5BanBnXkFtZTcwOTQ3NDMxOQ@@._V1_SX300.jpg,"69,893",NA,1
2012,The Pirates! Band of Misfits,notalk,55000000,31051126,123056220,55805121,31505670,124857587,1430626,English,"UK, USA","Gideon Defoe (book), Gideon Defoe (screenplay)",NA,6.7,"Peter Lord, Jeff Newitt",27-Apr-12,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 1 win & 12 nominations.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BOTkzOTc1OTg1Ml5BMl5BanBnXkFtZTcwMjg2ODcwNg@@._V1_SX300.jpg,"30,169",NA,1
2012,The Place Beyond the Pines,notalk,15000000,21403519,47011449,15219578,21716836,47699629,1817273,"English, Spanish",USA,"Derek Cianfrance (story), Ben Coccio (story), Derek Cianfrance (screenplay), Ben Coccio (screenplay), Darius Marder (screenplay)",68,7.4,Derek Cianfrance,19-Apr-13,"Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz","Crime, Drama",2 wins & 5 nominations.,140 min,movie,http://ia.media-imdb.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_SX300.jpg,"126,215",NA,1
2012,The Twilight Saga: Breaking Dawn - Part 2,dubious,136200000,292324737,832660037,138193773,296603952,844848985,1673434,English,USA,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)",52,5.6,Bill Condon,16-Nov-12,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli","Adventure, Drama, Fantasy",19 wins & 10 nominations.,115 min,movie,http://ia.media-imdb.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_SX300.jpg,"133,930",NA,-1
2012,The Vow,ok,8738320,125014030,197618160,8866236,126844056,200511006,1606389,English,"USA, France, Australia, UK, Germany","Jason Katims, Abby Kohn (screenplay), Stuart Sender (story), Marc Silverstein (screenplay)",43,6.8,Michael Sucsy,10-Feb-12,"Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill","Drama, Romance",3 wins & 16 nominations.,104 min,movie,http://ia.media-imdb.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg,"91,287",NA,3
2012,The Watch,men,55000000,34353000,67353000,55805121,34855879,68338951,1298649,English,USA,"Jared Stern, Seth Rogen, Evan Goldberg",36,5.7,Akiva Schaffer,27-Jul-12,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade","Comedy, Sci-Fi",2 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_SX300.jpg,"79,597",NA,2
2012,The Woman in Black,notalk,15000000,54333290,128955898,15219578,55128651,130843627,1596365,English,"UK, Canada, Sweden","Susan Hill (novel), Jane Goldman (screenplay)",62,6.5,James Watkins,3-Feb-12,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer, Liz White","Drama, Horror, Thriller",5 wins & 6 nominations.,95 min,movie,http://ia.media-imdb.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg,"100,483",NA,1
2012,The Words,notalk,6000000,11494838,12132578,6087831,11663106,12310182,1840417,"English, French",USA,"Brian Klugman, Lee Sternthal",37,7.1,"Brian Klugman, Lee Sternthal",7-Sep-12,"Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper","Drama, Mystery, Romance",3 nominations.,102 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_SX300.jpg,"42,229",NA,1
2012,Think Like a Man,ok,12000000,91547205,96155124,12175663,92887325,97562697,1621045,English,USA,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)",51,6.5,Tim Story,20-Apr-12,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall","Comedy, Romance",2 wins & 13 nominations.,122 min,movie,http://ia.media-imdb.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,"22,905",NA,3
2012,To Rome With Love,men,21500000,16684352,74363777,21814729,16928587,75452356,1859650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2012,Total Recall,notalk,125000000,58877969,198615996,126829821,59739858,201523449,1386703,English,"USA, Canada","Kurt Wimmer (screenplay), Mark Bomback (screenplay), Ronald Shusett (screen story by), Dan O'Bannon (screen story by), Jon Povill (screen story by), Kurt Wimmer (screen story by), Ronald Shusett (based on the motion picture ""Total Recall"",  screenplay by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screenplay by), Gary Goldman (based on the motion picture ""Total Recall"",  screenplay by), Ronald Shusett (based on the motion picture ""Total Recall"",  screen story by), Dan O'Bannon (based on the motion picture ""Total Recall"",  screen story by), Jon Povill (based on the motion picture ""Total Recall"",  screen story by)",43,6.3,Len Wiseman,3-Aug-12,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston","Action, Adventure, Sci-Fi",4 nominations.,118 min,movie,http://ia.media-imdb.com/images/M/MV5BMzQ2NzYwOTEzMl5BMl5BanBnXkFtZTcwNjExNTMxOA@@._V1_SX300.jpg,"155,966",NA,1
2012,Underworld: Awakening,ok,70000000,62321039,160379930,71024700,63233330,162727662,1496025,"English, Russian",USA,"Len Wiseman (screenplay), John Hlavin (screenplay), J. Michael Straczynski (screenplay), Allison Burnett (screenplay), Len Wiseman (story), John Hlavin (story), Kevin Grevioux (characters), Len Wiseman (characters), Danny McBride (characters)",39,6.4,"Måns Mårlind, Björn Stein",20-Jan-12,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James","Action, Fantasy, Horror",1 win.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,"86,922",NA,3
2012,Wanderlust,ok,32500000,17288155,24159934,32975753,17541229,24513601,1655460,English,USA,"David Wain, Ken Marino",53,5.6,David Wain,24-Feb-12,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",Comedy,1 win.,98 min,movie,http://ia.media-imdb.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,"49,323",NA,3
2012,What to Expect When You&#39;re Expecting,ok,37500000,41152203,80652203,38048946,41754612,81832836,1586265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2012,Won&#39;t Back Down,ok,19000000,5310554,5431486,19278133,5388293,5510995,1870529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2012,Wrath of the Titans,notalk,150000000,83670083,301970083,152195785,84894893,306390492,1646987,English,"USA, Spain","Dan Mazeau (screenplay), David Johnson (screenplay), Greg Berlanti (story), David Johnson (story), Dan Mazeau (story), Beverley Cross",37,5.8,Jonathan Liebesman,30-Mar-12,"Sam Worthington, Liam Neeson, Ralph Fiennes, Édgar Ramírez","Action, Adventure, Fantasy",2 wins & 2 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,"117,567",NA,1
2012,Wreck-It Ralph,ok,165000000,189412677,473412677,167415363,192185407,480342759,1772341,English,USA,"Rich Moore (story), Phil Johnston (story), Jim Reardon (story), Phil Johnston (screenplay), Jennifer Lee (screenplay), John C. Reilly (additional story material), Sam J. Levine (additional story material), Jared Stern (additional story material)",72,7.8,Rich Moore,2-Nov-12,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 19 wins & 20 nominations.,108 min,movie,http://ia.media-imdb.com/images/M/MV5BNzMxNTExOTkyMF5BMl5BanBnXkFtZTcwMzEyNDc0OA@@._V1_SX300.jpg,"167,471",NA,3
2012,Zero Dark Thirty,ok,52500000,95720716,137720716,53268525,97121930,139736750,1790885,"English, Arabic",USA,Mark Boal,95,7.4,Kathryn Bigelow,11-Jan-13,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler","Drama, History, Thriller",Won 1 Oscar. Another 57 wins & 72 nominations.,157 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg,"161,319",NA,3
2011,30 Minutes or Less,notalk,28000000,37053924,40966716,28999342,38376408,42428850,1622547,"English, German, Spanish","Germany, Canada, USA","Michael Diliberti (screenplay), Michael Diliberti (story), Matthew Sullivan (story)",49,6.2,Ruben Fleischer,12-Aug-11,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson","Action, Comedy, Crime",N/A,83 min,movie,http://ia.media-imdb.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_SX300.jpg,"63,927",NA,1
2011,50/50,men,8000000,35016118,41334735,8285526,36265871,42810004,1306980,English,USA,Will Reiser,72,7.8,Jonathan Levine,30-Sep-11,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard","Comedy, Drama",Nominated for 2 Golden Globes. Another 9 wins & 9 nominations.,100 min,movie,http://ia.media-imdb.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_SX300.jpg,"207,865",NA,2
2011,A Dangerous Method,dubious,20000000,5702083,14807531,20713816,5905595,15336023,1571222,English,"UK, Germany, Canada, Switzerland","Christopher Hampton (screenplay), Christopher Hampton (play), John Kerr (book)",76,6.5,David Cronenberg,10-Nov-11,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel","Biography, Drama, Thriller",Nominated for 1 Golden Globe. Another 17 wins & 16 nominations.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BMTU5Mjk3NjgxMl5BMl5BanBnXkFtZTcwMDM5MjA5Ng@@._V1_SX300.jpg,"61,249",NA,-1
2011,A Lonely Place to Die,ok,4000000,#N/A,442550,4142763,#N/A,458345,1422136,"English, Serbian",UK,"Julian Gilbey, Will Gilbey",NA,6.3,Julian Gilbey,2-Nov-11,"Alec Newman, Ed Speleers, Melissa George, Kate Magowan","Action, Adventure, Crime",6 wins & 1 nomination.,99 min,movie,http://ia.media-imdb.com/images/M/MV5BNTM5OTA2MTc2N15BMl5BanBnXkFtZTcwMjI3NDQyNg@@._V1_SX300.jpg,"17,103",NA,3
2011,A Very Harold &amp; Kumar 3D Christmas,notalk,20000000,35061031,36265745,20713816,36312387,37560098,1268799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2011,Another Earth,ok,175000,1321194,1781194,181246,1368348,1844766,1549572,English,USA,"Mike Cahill, Brit Marling",66,7,Mike Cahill,12-Oct-11,"William Mapother, Brit Marling, Matthew-Lee Erlbach, DJ Flava","Drama, Sci-Fi",7 wins & 10 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTAzNTIzMjkxNjJeQTJeQWpwZ15BbWU3MDEwNDQ2OTU@._V1_SX300.jpg,"46,993",NA,3
2011,Apollo 18,nowomen,5000000,17686929,26517819,5178454,18318189,27464261,1772240,English,"USA, Canada",Brian Miller,24,5.2,Gonzalo López-Gallego,2-Sep-11,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa","Horror, Sci-Fi, Thriller",1 win & 1 nomination.,86 min,movie,http://ia.media-imdb.com/images/M/MV5BMTk5MTk3OTk3OV5BMl5BanBnXkFtZTcwMzg4MzgxNg@@._V1_SX300.jpg,"39,560",NA,0
2011,Arthur Christmas,notalk,85000000,46462469,147624649,88033717,48120751,152893489,1430607,English,"UK, USA","Peter Baynham (screenplay), Sarah Smith (screenplay)",69,7.1,"Sarah Smith, Barry Cook",23-Nov-11,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent","Animation, Comedy, Drama",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,97 min,movie,http://ia.media-imdb.com/images/M/MV5BMTYyMjMyMzEzMl5BMl5BanBnXkFtZTcwMDg4NTM5Ng@@._V1_SX300.jpg,"25,736",NA,1
2011,Attack the Block,ok,13000000,1024175,5406422,13463980,1060729,5599381,1478964,English,"UK, France",Joe Cornish,75,6.6,Joe Cornish,13-May-11,"Jodie Whittaker, John Boyega, Alex Esmail, Leeon Jones","Action, Comedy, Sci-Fi",Nominated for 1 BAFTA Film Award. Another 17 wins & 21 nominations.,88 min,movie,http://ia.media-imdb.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_SX300.jpg,"65,878",NA,3
2011,Bad Teacher,ok,19000000,100292856,216412265,19678125,103872387,224136189,1284575,English,USA,"Gene Stupnitsky, Lee Eisenberg",47,5.7,Jake Kasdan,24-Jun-11,"Cameron Diaz, Lucy Punch, Jason Segel, Justin Timberlake",Comedy,5 wins & 3 nominations.,92 min,movie,http://ia.media-imdb.com/images/M/MV5BMTQ5NDI4MDM0Nl5BMl5BanBnXkFtZTcwNDYwODU2NA@@._V1_SX300.jpg,"123,366",NA,3
2011,Battle: Los Angeles,notalk,70000000,83552429,212005201,72498355,86534481,219571833,1217613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
